# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	TOKENS	FORM	COGID	ALIGNMENT
3946	ProtoTakana	*detrás,atrás	BEHIND	t i b e	tibe	427	t i b e
3947	Tacana	*detrás,atrás	BEHIND	t i b e	e-tibei-ne-su	427	t i b e
#
2053	Cavinena	*creer	BELIEVE	k e	kehenati	239	k e
2049	ProtoTakana	*creer	BELIEVE	k e	ke...	239	k e
2050	Tacana	*creer	BELIEVE	h e	hei	239	h e
#
2455	Araona	*vientre	BELLY	m o	emofobo	280	m o
2453	Maropa	*vientre	BELLY	m a	masumú	280	m a
2452	Reyesano	*vientre	BELLY	m a	masomo	280	m a
4080	Arasa	*barriga	BELLY	t u	etuwiši	442	t u
4079	Huarayo	*barriga	BELLY	t o	e-to-wihi	442	t o
#
1304	EseEjja	*morder	BITE	ʃ o	šowi-ka-	157	ʃ o
1297	ProtoTakana	*morder	BITE	ʈʂ u	c̣u	157	ʈʂ u
1298	Tacana	*morder	BITE	ʈʂ u	cui-	157	ʈʂ u
#
3143	Cavinena	*amargo	BITTER	p a ts e	pace-da	352	p a ts e
3146	EseEjja	*amargo	BITTER	p a s e	kea-pase	352	p a s e
3147	Huarayo	*amargo	BITTER	p a s e	kia-pase	352	p a s e
3141	ProtoTakana	*amargo	BITTER	p a ʈʂ e	pac̣e	352	p a ʈʂ e
3142	Tacana	*amargo	BITTER	p a ʈʂ e	pace-da	352	p a ʈʂ e
#
4702	Cavinena	*negro	BLACK	s e β e	sewe	504	s e β e
4717	Chama	*negro	BLACK	t e w i	kia-tewi	504	t e w i
4710	EseEjja	*negro	BLACK	t e w e	e-tewe	504	t e w e
4713	Huarayo	*negro	BLACK	t e w e	kia-tewe	504	t e w e
4701	Maropa	*negro	BLACK	s e b e	sebémi	504	s e b e
4698	ProtoTakana	*negro	BLACK	z e w e	zewe	504	z e w e
4700	Reyesano	*negro	BLACK	s e β e	sebhe-na	504	s e β e
4699	Tacana	*negro	BLACK	ð e β e	dhewe-na	504	ð e β e
#
227	Cavinena	*sangre	BLOOD	a m i	ami	36	a m i
226	Maropa	*sangre	BLOOD	a m i	ami	36	a m i
219	ProtoTakana	*sangre	BLOOD	a m i	ami	36	a m i
225	Reyesano	*sangre	BLOOD	a m i	ami	36	a m i
220	Tacana	*sangre	BLOOD	a m i	ami	36	a m i
#
4524	Cavinena	*soplar	BLOW (OF WIND)	h o	ho-ha-	488	h o
4525	EseEjja	*soplar	BLOW (OF WIND)	w o	wo-habo	488	w o
4514	ProtoTakana	*soplar	BLOW (OF WIND)	w u	wu-	488	w u
4523	Reyesano	*soplar	BLOW (OF WIND)	w o	wo-ndzo	488	w o
4515	Tacana	*soplar	BLOW (OF WIND)	h u	hu-	488	h u
#
4658	Cavinena	*azul,verde	BLUE OR GREEN	s a w a	sawa-da	499	s a w a
4665	EseEjja	*azul,verde	BLUE OR GREEN	t a w a	e-tawa	499	t a w a
4670	Huarayo	*azul,verde	BLUE OR GREEN	s a w a	kia-sawa	499	s a w a
4657	Maropa	*azul,verde	BLUE OR GREEN	s a β a	savamé	499	s a β a
4652	ProtoTakana	*azul,verde	BLUE OR GREEN	z a w a	zawa	499	z a w a
4656	Reyesano	*azul,verde	BLUE OR GREEN	s a w a	sawa-me	499	s a w a
4653	Tacana	*azul,verde	BLUE OR GREEN	ð a w a	dhawa-ne	499	ð a w a
#
2414	Araona	*cuerpo	BODY	k i tʃ a	ecuicha	279	k i tʃ a
2415	Cavinena	*cuerpo	BODY	kʷ i t a	e-kwita	279	kʷ i t a
2409	ProtoTakana	*cuerpo	BODY	kʷ i t a	kwita	279	kʷ i t a
2413	Sapibokona	*cuerpo	BODY	k i t a	ecuita	279	k i t a
2410	Tacana	*cuerpo	BODY	k i t a	e-kita	279	k i t a
#
1072	Cavinena	*hueso	BONE	ts a o	e-cao	138	ts a o
1073	EseEjja	*hueso	BONE	s a	e-sá	138	s a -
1074	Huarayo	*hueso	BONE	s a	e-sá	138	s a -
1068	ProtoTakana	*hueso	BONE	ʈʂ a u	c̣au	138	ʈʂ a u
1071	Reyesano	*hueso	BONE	ts a o	e-cao	138	ts a o
1069	Tacana	*hueso	BONE	ʈʂ a u	e-cau	138	ʈʂ a u
#
4566	Arasa	*rama,gajo	BRANCH OR TWIG	a	éa	492	- a - -
4555	Cavinena	*rama,gajo	BRANCH OR TWIG	j a ʔ a	yaʔa	492	j a ʔ a
4565	Chama	*rama,gajo	BRANCH OR TWIG	j a	eyá	492	j a - -
4559	EseEjja	*rama,gajo	BRANCH OR TWIG	j a a	e-yaa	492	j a - a
4563	Huarayo	*rama,gajo	BRANCH OR TWIG	ʔ a	eʔá	492	- - ʔ a
4552	ProtoTakana	*rama,gajo	BRANCH OR TWIG	j a ʔ a	yaʔa	492	j a ʔ a
4553	Tacana	*rama,gajo	BRANCH OR TWIG	tʃ a	e-ča	492	tʃ a - -
#
177	Cavinena	*teta	BREAST	a ts o	aco-na	31	a ts o
176	Maropa	*teta	BREAST	a tʂ u	atru	31	a tʂ u
170	ProtoTakana	*teta	BREAST	a ʈʂ u	ac̣u	31	a ʈʂ u
175	Reyesano	*teta	BREAST	a ts o	aco	31	a ts o
171	Tacana	*teta	BREAST	a ʈʂ u	acu	31	a ʈʂ u
#
2092	Cavinena	*traer	BRING	k e t i	keti-	244	k e t i
2094	EseEjja	*traer	BRING	h e k i	heki-	244	h e k i
2101	Huarayo	*traer	BRING	h e t i	heti-	244	h e t i
2090	ProtoTakana	*traer	BRING	k e t i	keti-	244	k e t i
2091	Tacana	*traer	BRING	h e t i	heti-	244	h e t i
3457	Cavinena	*traer	BRING	r e	re-pe-	516	r e
3458	EseEjja	*traer	BRING	j e	ye-	516	j e
3456	ProtoTakana	*traer	BRING	ɽ e	ře-	516	ɽ e
#
3054	Huarayo	*hermano	BROTHER	n o	nono	345	n o
4173	EseEjja	*hermano	BROTHER	e	e-osi	449	e
4171	ProtoTakana	*hermano	BROTHER	u	u+...	449	u
4172	Tacana	*hermano	BROTHER	u	u-nekwa	449	u
#
1892	Cavinena	*cuñado	BROTHER-IN-LAW	h a kʷ i	e-hakwi	220	h a kʷ i
1894	EseEjja	*cuñado	BROTHER-IN-LAW	ʃ a kʷ i	šakwi-má	220	ʃ a kʷ i
1890	ProtoTakana	*cuñado	BROTHER-IN-LAW	ʃ a kʷ i	jakwi	220	ʃ a kʷ i
1891	Tacana	*cuñado	BROTHER-IN-LAW	ɽ a k i	řaki	220	ɽ a k i
#
3892	Cavinena	*quemar	BURN (SOMETHING)	t i r u	tiru-biša-	437	t i r u
3896	EseEjja	*quemar	BURN (SOMETHING)	k i j o	kea-kiyo	437	k i j o
3901	Huarayo	*quemar	BURN (SOMETHING)	t i j o	kia-tiyo-ne	437	t i j o
3889	ProtoTakana	*quemar	BURN (SOMETHING)	t i r u	tiru	437	t i r u
3890	Tacana	*quemar	BURN (SOMETHING)	t i	ti-u-	437	t i - -
#
3104	Cavinena	*enterrar	BURY	p a	pa-pa	350	p a
3113	EseEjja	*enterrar	BURY	p a	pa-a-he-	350	p a
#
2108	Cavinena	*monte	BUSH	k i k e	e-kikek	245	k i k e
2106	ProtoTakana	*monte	BUSH	k i k e	kike	245	k i k e
2107	Tacana	*monte	BUSH	h i h e	e-hihe	245	h i h e
#
3535	Cavinena	*mariposa	BUTTERFLY	h a b a b a	hababa	384	h a b a b a
3537	EseEjja	*mariposa	BUTTERFLY	x a p i p i	xapipi	384	x a p i p i
3532	ProtoTakana	*mariposa	BUTTERFLY	s a b a b a	sababa	384	s a b a b a
3533	Tacana	*mariposa	BUTTERFLY	s a b a b a	sababa	384	s a b a b a
#
1842	Cavinena	*llamar	CALL	i w a r a	iwara-	211	i w a r a
1843	EseEjja	*llamar	CALL	i j a	íya-	211	i j a - -
1840	ProtoTakana	*llamar	CALL	i w a r a	iwara	211	i w a r a
1841	Tacana	*llamar	CALL	i w a	iwa-	211	i w a - -
#
2240	Araona	*canoa	CANOE	k a m.b a	cuamba	255	k a m.b a
2241	Cavinena	*canoa	CANOE	kʷ a b a	kwaba	255	kʷ a b a
2243	Huarayo	*canoa	CANOE	kʷ a b a	e-kwaba	255	kʷ a b a
2239	Maropa	*canoa	CANOE	k a m.b a	kuambá	255	k a m.b a
2235	ProtoTakana	*canoa	CANOE	kʷ a b a	kwaba	255	kʷ a b a
2238	Reyesano	*canoa	CANOE	kʷ a m.b a	kwamba	255	kʷ a m.b a
2236	Tacana	*canoa	CANOE	kʷ a b a	kwaba	255	kʷ a b a
#
4762	Araona	*capibara	CAPYBARA	t u l u l u	tululu	510	t u l u l u
4763	Cavinena	*capibara	CAPYBARA	s o d o d o	sododo	510	s o d o d o
4764	EseEjja	*capibara	CAPYBARA	s i o b i	siobi	510	s i - o b i
4759	ProtoTakana	*capibara	CAPYBARA	z u d u d u	zududu	510	z u d u d u
4761	Reyesano	*capibara	CAPYBARA	s o dz o dz o	sondzondzo	510	s o dz o dz o
4760	Tacana	*capibara	CAPYBARA	ð u d u d u	dhududu	510	ð u d u d u
#
18	Cavinena	*cargar	CARRY	a b u	abu	28	a b u
19	EseEjja	*cargar	CARRY	a o	bao-	28	a - o
20	Huarayo	*cargar	CARRY	a ʔ o	baʔo-	28	a ʔ o
12	ProtoTakana	*cargar	CARRY	a b u	abu-	28	a b u
13	Tacana	*cargar	CARRY	a b u	abu-	28	a b u
1584	Cavinena	*llevar	CARRY	d u h	ka-duhu-neti	189	d u h
1585	EseEjja	*llevar	CARRY	d o h	doho-	189	d o h
1580	ProtoTakana	*llevar	CARRY	d u s	dus...	189	d u s
1581	Tacana	*llevar	CARRY	d u s	dusu-	189	d u s
#
2294	Araona	*yuca	CASSAVA	k a b e	cuabe	261	k a b e
2296	Cavinena	*yuca	CASSAVA	kʷ a β e	kwawe	261	kʷ a β e
2295	Mabenaro	*yuca	CASSAVA	kʷ a β i	kwavia	261	kʷ a β i
2293	Maropa	*yuca	CASSAVA	ts a h e	cáhue	261	ts a h e
2287	ProtoTakana	*yuca	CASSAVA	kʷ a w e	kwawe	261	kʷ a w e
2292	Reyesano	*yuca	CASSAVA	kʷ a β e	kwabhe	261	kʷ a β e
2288	Tacana	*yuca	CASSAVA	kʷ a β e	kwawe	261	kʷ a β e
#
3993	Cavinena	*centro	CENTER	t i p a	e-tipa-re	435	t i p a
3988	ProtoTakana	*centro	CENTER	t i p a	tipa	435	t i p a
3989	Tacana	*centro	CENTER	t i p a	tipa	435	t i p a
#
3088	ProtoTakana	*medio	CENTER OR MIDDLE	p a	pa-	350	p a
3089	Tacana	*medio	CENTER OR MIDDLE	p a	pa-ři	350	p a
3092	Cavinena	*medio	CENTER OR MIDDLE	p a t j a	patya	355	p a t j a
3090	ProtoTakana	*medio	CENTER OR MIDDLE	p a t i a	patia	355	p a t i a
3091	Tacana	*medio	CENTER OR MIDDLE	p a t i a	bue-patia	355	p a t i a
#
3083	Cavinena	*ciempiés	CENTIPEDE	n u r i r i	nuriri	349	n u r i r i
3081	ProtoTakana	*ciempiés	CENTIPEDE	n u ɽ i ɽ i	nuřiři	349	n u ɽ i ɽ i
3082	Tacana	*ciempiés	CENTIPEDE	n u r i r i	nuriri	349	n u r i r i
#
1153	Arasa	*pecho	CHEST	s e o	eséo	144	s e - o
1150	EseEjja	*pecho	CHEST	s e ʔ o	e-seʔo	144	s e ʔ o
1152	Huarayo	*pecho	CHEST	s e o	e-seo	144	s e - o
1148	Maropa	*pecho	CHEST	tʃ e tʂ u	ečéntru	144	tʃ e tʂ u
1144	ProtoTakana	*pecho	CHEST	ʈʂ e d u	c̣edu	144	ʈʂ e d u
1147	Reyesano	*pecho	CHEST	tʃ e dz o	e-čendzo	144	tʃ e dz o
1149	Sapibokona	*pecho	CHEST	tʃ e r u	echerù	144	tʃ e r u
1145	Tacana	*pecho	CHEST	ʈʂ e d u	e-cedu	144	ʈʂ e d u
2231	Cavinena	*pecho	CHEST	kʷ a	y-akwa	1	kʷ a
2234	EseEjja	*pecho	CHEST	kʷ a	e-kwá	1	kʷ a
2230	ProtoTakana	*pecho	CHEST	kʷ a	kwa	1	kʷ a
#
837	Cavinena	*ají	CHILI PEPPER	b i h o	biho	109	b i h o
838	Huarayo	*ají	CHILI PEPPER	b i ʃ o	bišo	109	b i ʃ o
834	ProtoTakana	*ají	CHILI PEPPER	b i ʃ u	biju	109	b i ʃ u
836	Reyesano	*ají	CHILI PEPPER	m.b i ʃ o	mbišo	109	m.b i ʃ o
835	Tacana	*ají	CHILI PEPPER	b i ɽ u	biřu	109	b i ɽ u
#
2281	Cavinena	*chocolate	CHOCOLATE	kʷ a h e	kwahe	259	kʷ a h e
2286	Chama	*chocolate	CHOCOLATE	gʷ a x i	/gwáxi/	259	gʷ a x i
2283	EseEjja	*chocolate	CHOCOLATE	kʷ a h e	kwahe	259	kʷ a h e
2285	Huarayo	*chocolate	CHOCOLATE	k a h e	kuahe	259	k a h e
#
2569	Cavinena	*chonta	CHONTA PALM	m a r e	mare	297	m a r e
2571	EseEjja	*chonta	CHONTA PALM	m a i	mai	297	m a - i
2567	ProtoTakana	*chonta	CHONTA PALM	m a r e	mare	297	m a r e
2568	Tacana	*chonta	CHONTA PALM	m u e	mue	297	m u - e
#
2188	ProtoTakana	*claro	CLEAR	kʷ a ɽ e	kwaře	265	kʷ a ɽ e
2190	Sapibokona	*claro	CLEAR	k a r e	cuareme	265	k a r e
2189	Tacana	*claro	CLEAR	kʷ a r e	kware-da	265	kʷ a r e
#
1324	Cavinena	*subir	CLIMB	ts o r a	cora-	164	ts o r a
1326	EseEjja	*subir	CLIMB	s o w a	sowa-	164	s o w a
1323	Guariza	*subir	CLIMB	tʃ u a	chuatissa	164	tʃ u - a
1329	Huarayo	*subir	CLIMB	s u a	sua-ti-	164	s u - a
1316	ProtoTakana	*subir	CLIMB	ʈʂ u r a	c̣ura-	164	ʈʂ u r a
1317	Tacana	*subir	CLIMB	ʈʂ u a	cua-	164	ʈʂ u - a
#
4629	Cavinena	*coca	COCA	s a a s i	saasi	501	s a - a s i
4626	ProtoTakana	*coca	COCA	z a ʔ a z i	zaʔazi	501	z a ʔ a z i
4628	Reyesano	*coca	COCA	s a ʔ a s i	saʔasi	501	s a ʔ a s i
4627	Tacana	*coca	COCA	ð a ʔ a ð i	dhaʔadhi	501	ð a ʔ a ð i
#
479	Mabenaro	*frío	COLD	b u	buata	63	b u
4496	Arasa	*frío	COLD	w u.e n e	kiwuene	484	w u.e n e
4493	Huarayo	*frío	COLD	w e	kia-webe	484	w e - -
4492	Maropa	*frío	COLD	β i n a	vinnáma	484	β i n a
4487	ProtoTakana	*frío	COLD	w i n a	wina	484	w i n a
4491	Reyesano	*frío	COLD	β i n a	bhina-me	484	β i n a
4488	Tacana	*frío	COLD	β i n a	wina-da	484	β i n a
#
1768	Cavinena	*consumir	CONSUME (DRINK OR EAT)	i k a	ikia-ki	205	i k a
1769	EseEjja	*consumir	CONSUME (DRINK OR EAT)	i x a	ixia-	205	i x a
1767	ProtoTakana	*consumir	CONSUME (DRINK OR EAT)	i k a	ika	205	i k a
#
1271	Cavinena	*esquina	CORNER	ts u k u	cuku-ki	161	ts u k u
1272	EseEjja	*esquina	CORNER	s o	e-só	161	s o - -
1273	Huarayo	*esquina	CORNER	s o	e-só	161	s o - -
1267	ProtoTakana	*esquina	CORNER	ʈʂ u k u	c̣uku	161	ʈʂ u k u
1268	Tacana	*esquina	CORNER	ʈʂ u h u	e-cuhu-ema	161	ʈʂ u h u
#
2983	Cavinena	*correcto,verdadero	CORRECT (RIGHT)	n e r i	neri	4	n e r i
2976	ProtoTakana	*correcto,verdadero	CORRECT (RIGHT)	n e r i	neri	4	n e r i
2979	Tacana	*correcto,verdadero	CORRECT (RIGHT)	n e i	eneikita	4	n e - i
#
4390	Arasa	*algodón	COTTON	w a p e	wapéhe	473	w a p e
4387	EseEjja	*algodón	COTTON	w a p a	wapa	473	w a p a
4382	ProtoTakana	*algodón	COTTON	w a p a	wapA	473	w a p a
4385	Reyesano	*algodón	COTTON	w a p e	wapedhe	473	w a p e
4383	Tacana	*algodón	COTTON	w a p a	wapa-wapa	473	w a p a
#
4697	Cavinena	*cangrejo	CRAB	s e r o	sero	505	s e r o
4695	ProtoTakana	*cangrejo	CRAB	z e ɽ u	zeřu	505	z e ɽ u
4696	Tacana	*cangrejo	CRAB	ð e r u	dheru	505	ð e r u
#
3472	Cavinena	*gatear	CRAWL	r e	reme-	515	r e
3473	EseEjja	*gatear	CRAWL	j e	yeyo-a-	515	j e
3469	ProtoTakana	*gatear	CRAWL	ɽ e	ře	515	ɽ e
3470	Tacana	*gatear	CRAWL	r e	reru-	515	r e
#
316	Cavinena	*grillo	CRICKET	a h a r i	ahari	45	a h a r i
314	ProtoTakana	*grillo	CRICKET	a s a r i	asari	45	a s a r i
315	Tacana	*grillo	CRICKET	a s a i	asai	45	a s a - i
#
2565	Cavinena	*paujil	CURASSOW	m a p i	mapi-niri	296	m a p i
2564	Mabenaro	*paujil	CURASSOW	m a p i	mapi	296	m a p i
2561	ProtoTakana	*paujil	CURASSOW	m a p i	mapi	296	m a p i
2562	Tacana	*paujil	CURASSOW	m a p i	mapi	296	m a p i
#
3582	Cavinena	*cortar	CUT	h a k a	haka-kati	386	h a k a
3580	ProtoTakana	*cortar	CUT	s a k a	saka	386	s a k a
3581	Tacana	*cortar	CUT	s a h a	saha-saha	386	s a h a
#
1562	Cavinena	*venado	DEER	d o kʷ e r i	dokweri	186	d o kʷ e r i
1564	EseEjja	*venado	DEER	d o kʷ e	dokwé	186	d o kʷ e - -
1567	Huarayo	*venado	DEER	d o kʷ e i	dokwei	186	d o kʷ e - i
1557	ProtoTakana	*venado	DEER	d u kʷ e r i	dukweri	186	d u kʷ e r i
1561	Reyesano	*venado	DEER	ⁿz o kʷ e i	ndzokwei	186	ⁿz o kʷ e - i
1558	Tacana	*venado	DEER	d u k e i	dukei	186	d u k e - i
#
429	Cavinena	*rocío,sereno	DEW	b a	ba-kakaya	64	b a
433	Huarayo	*rocío,sereno	DEW	b a	bačue	64	b a -
427	ProtoTakana	*rocío,sereno	DEW	b a	ba...	64	b a -
428	Tacana	*rocío,sereno	DEW	b a	ba-hi	64	b a -
#
2554	Arasa	*morir	DIE	m a n o	emanU	294	m a n o
2544	Cavinena	*morir	DIE	m a n o	e-mano-no	294	m a n o
2545	EseEjja	*morir	DIE	m a n o	mano-	294	m a n o
2543	Guariza	*morir	DIE	m a n u	manugigicuana	294	m a n u
2552	Huarayo	*morir	DIE	m a n u	manu-	294	m a n u
2541	Maropa	*morir	DIE	m a n u	manu	294	m a n u
2532	ProtoTakana	*morir	DIE	m a n u	manu	294	m a n u
2533	Tacana	*morir	DIE	m a n u	manu-	294	m a n u
#
376	Cavinena	*sucio	DIRTY	a s i	asi-kani	53	a s i
371	ProtoTakana	*sucio	DIRTY	a z i	azi	53	a z i
372	Tacana	*sucio	DIRTY	a ð i	adhi-da	53	a ð i
894	Cavinena	*sucio	DIRTY	b u	buhe	121	b u
900	EseEjja	*sucio	DIRTY	b o	bo	121	b o
901	Huarayo	*sucio	DIRTY	b o	bo	121	b o
891	ProtoTakana	*sucio	DIRTY	b u	bu-	121	b u
892	Tacana	*sucio	DIRTY	b u	bu-dhu	121	b u
#
2965	Cavinena	*enfermedad	DISEASE	n e r e	nere-ka-da	341	n e r e
2974	EseEjja	*enfermedad	DISEASE	n e e	kea-nee	341	n e - e
2958	ProtoTakana	*enfermedad	DISEASE	n e r e	nere	341	n e r e
2959	Tacana	*enfermedad	DISEASE	n e	ne-da	341	n e - -
#
5	Cavinena	*hacer	DO	a	a-	27	a
11	EseEjja	*hacer	DO	a	a-ka-	27	a
4	Guariza	*hacer	DO	a	age	27	a
1	ProtoTakana	*hacer	DO	a	a-	27	a
2	Tacana	*hacer	DO	a	a-	27	a
#
4327	Cavinena	*paloma	DOVE	β e i	wei	462	β e i
4328	EseEjja	*paloma	DOVE	w a j	waʔy-oxo	462	w a j
4330	Huarayo	*paloma	DOVE	kʷ e i	kwei-beʔi	462	kʷ e i
4325	ProtoTakana	*paloma	DOVE	w a i	wai	462	w a i
4326	Tacana	*paloma	DOVE	w a i	wai-tuku	462	w a i
#
2423	Cavinena	*abajo	DOWN	m a	e-ma-ke	280	m a
2437	EseEjja	*abajo	DOWN	m a	maʔahe	280	m a
2419	ProtoTakana	*abajo	DOWN	m a	ma-	280	m a
